Data_Rate_bps,Payload_bits,Noise_Level_dB,Latency_ms,Array_Rate_Hz,Label
26329705.08751895,450,24.396413023397628,3.9078736657552864,252581077.32417655,SPI
26444596.40012647,83,11.801250713474625,1.2248831106817044,233492214.18143913,SPI
278250.0422414439,62,38.42016691374394,8.466871183731993,674494.0364499793,UART
626445.2605335088,23,22.714295447094923,4.391827390602465,4731186.763816664,SPI
12822667.472134033,252,16.37543829304601,1.6780665731706654,44491533.83731318,SPI
660400.3998335255,243,41.89014039348358,10.516482233881835,2196197.574908476,I2C
668078.0707587104,25,38.50704053601127,15.476822323704527,1635200.8856624358,UART
1171590.4101637036,161,36.31707543477645,24.055090997632423,3980499.584284316,I2C
39869622.88161268,485,14.928831944382235,3.8880373557791232,319964313.40098685,SPI
6536195.354108872,474,11.073907356740731,2.549710354189353,54853916.87141102,SPI
43719340.08450709,422,17.291521205659407,1.5413871082142894,107062321.19327159,SPI
26888822.320027303,81,20.71455008797039,3.1831266200793444,179103500.84298304,SPI
1600199.097337449,78,40.16859107882097,25.99513622126905,7631976.9383771485,I2C
1798988.9895432033,196,43.320392369237766,14.863265760246808,5800498.2978271805,I2C
926688.4697753605,83,41.2590749983819,22.429793989839737,3481262.4823345942,I2C
512831.0335980535,91,39.52742320411383,28.99202972709151,2566086.103997574,I2C
1912838.8979686669,67,36.19657912048429,18.810600987581886,7914224.762142832,I2C
1008775.4401634425,239,37.0785274014284,29.044364964400348,3853602.6402985975,I2C
673436.364507786,94,36.081942038327604,21.57338364082263,3005189.732783636,I2C
18983740.325623866,101,20.927081522815456,3.6025132817628083,40324416.132838696,SPI
1363743.6781809088,209,33.25296356474249,10.561660899199632,7070281.539554233,I2C
103271.85067999458,60,37.496435209742884,14.495315447899149,287477.5147629378,UART
144303.05296168488,78,39.67210502787022,17.768326082342156,547645.0654270938,UART
272907.5664862896,84,35.263283893799354,9.267464856565017,579439.3082696687,UART
37138787.87719073,434,15.611018197900485,1.6992271114126174,93343942.47860417,SPI
2645452.8480997174,269,21.79038486891373,2.384274349188082,17637357.274145517,SPI
665029.9076914515,118,36.525056166131584,13.929492360196416,1378130.3746670457,UART
8349016.479242249,213,20.86063466039822,4.681931273538478,63995324.39908317,SPI
3297669.0163198905,126,41.925910682307865,13.761334791490526,19399004.305619072,I2C
510139.56713566964,84,36.33232473499717,23.752389639045145,2494491.5052164234,I2C
2994588.1346484344,193,38.49648810787579,11.414579566009843,17955537.6729463,I2C
386200.04247327265,108,26.91100054731461,15.509170083023829,806280.9051978211,UART
33231075.20653112,381,16.939097978669196,1.2800910457720693,268176622.53507444,SPI
6017623.063021456,164,14.10545710983127,1.9682385102767648,40214163.53747201,SPI
26115095.272432264,371,15.574127940300286,3.0672385209508555,152139030.92253,SPI
6911449.6790552335,217,12.458822317124136,4.9223668427912965,67586401.94435866,SPI
2602048.3084723866,34,37.34758192969945,20.25623375715103,10165319.391435001,I2C
2569287.6817290704,203,41.08070131448637,21.216451810923378,11146565.876168016,I2C
27444328.25654506,435,11.362480279685519,3.4438224113842373,257617799.63900188,SPI
2849119.0152496495,156,34.590563352105725,25.5329191436987,14610374.445613772,I2C
3061281.819796044,61,30.86421737546477,15.038663962039385,18361546.323545054,I2C
24081263.628383916,178,13.70665137711057,4.358515217510808,141932284.5421571,SPI
787381.0662886265,25,34.04157978105778,14.702209175714362,2151536.7792384406,UART
48092911.50535803,27,21.379895381068646,1.9748703667270404,250910506.3122692,SPI
115252.582571007,59,29.445495704791227,10.491695082087796,298204.74564177677,UART
1889582.4776632914,64,41.347005102671034,18.825751184240566,4252774.225020109,I2C
23345173.389810577,467,11.102090945897535,3.3546728627833002,130800947.745943,SPI
1401469.0287293734,89,32.318676786157766,16.585122017860282,7893168.664420956,I2C
208154.70443265155,162,30.9289616643729,21.51091342773274,955917.7180804024,I2C
79278.56663784916,49,31.070004554492236,14.450063921738712,275987.5707823761,UART
29445328.94812323,497,22.286019233992334,2.7680160359693797,161217573.77341542,SPI
596349.6591380988,72,35.086297197876505,17.26064112069806,1683338.4038507324,UART
1127036.8369596417,182,36.118640481265096,27.03390418883705,6067860.514525462,I2C
983578.124748491,244,35.18213250361958,18.650938897589654,3213724.778358433,I2C
1194621.0752407801,141,33.35601922914896,15.880415518486608,6626893.425305255,I2C
2855317.017489764,157,42.40433461337818,12.926890729496478,12329330.25560335,I2C
31010291.659441862,14,14.761702694227203,3.9442386281425685,72864279.36598244,SPI
769327.5535759226,15,38.63260366261494,13.930144817615052,2027963.4901045929,UART
939670.1574369953,166,42.551046147422134,16.172725333901848,3775531.8459459348,I2C
942907.6514953754,39,33.505941182553855,18.610424719468416,3330800.481679811,UART
844093.9441972257,114,34.007300856024706,9.45454558491338,2555859.0487389164,UART
6419154.83945418,161,24.161678426291047,3.830646232821407,15487422.643310107,SPI
49464637.7925911,110,12.333089618075455,3.530480438189859,246295297.80484548,SPI
2753926.634120072,36,39.34420093185791,12.918389939735032,11657309.626357917,I2C
2612236.590371782,164,30.957581149912436,25.86836843382763,8564173.400637599,I2C
34207296.50538578,281,24.31427247086937,2.26071251867518,265266287.17865646,SPI
6852814.519760798,103,18.959423693697104,1.963543432403573,52001199.9237091,SPI
1115683.1221283157,52,44.78452768100425,18.871774575693507,5255168.895174775,I2C
166644.98260745953,219,32.67528163821569,12.487063353662844,693228.1216486553,I2C
974081.3813654613,13,26.465082121226924,13.466303853114969,2310546.5339754797,UART
6680551.078519308,144,18.407819194658927,2.6608588262280626,28246324.442349255,SPI
1706805.6161432427,239,43.41528849163731,22.800971180995916,5669965.322321265,I2C
32793375.590029288,322,12.216177018595562,3.5987278838605268,72671597.47610736,SPI
725223.8793827218,99,25.1008725335343,13.544073056014874,2201883.88178269,UART
542553.2547645712,120,37.42279677317649,15.491117930069807,1171630.6808980068,UART
2942246.1247823746,253,32.72960213815396,23.650238022378403,16084247.880814975,I2C
13723450.960429162,106,16.569042854104715,2.85955474849205,125488361.82657765,SPI
13640981.825610429,393,12.523679312529412,3.424423598180607,96126913.37887639,SPI
795874.948899171,115,44.98002780794886,15.286135221709145,1833913.8061345746,I2C
231157.73551524946,68,28.35228555062933,9.776436779366506,722681.1369171282,UART
2648619.6654697577,244,43.579876629803024,26.251700728324543,5429133.981164659,I2C
16876276.12355397,307,15.735642958884208,4.095929859708573,130244588.71270736,SPI
3336200.344763557,41,31.82045957418692,15.644764734138965,8065447.607035426,I2C
21282273.13152709,90,18.64925670560426,1.364525099454509,65011998.08667301,SPI
1082679.4361048266,172,35.31547400047682,19.47316635800356,5254739.742640825,I2C
28106814.24583592,36,15.38297185066453,1.7058062649471641,76685399.50434762,SPI
669825.583794997,85,40.229356762936625,14.264270531958571,2658541.2219598973,I2C
938012.8051094068,28,30.552827173935214,24.402630393765993,3808629.8229125827,I2C
48463632.003619544,416,21.97387987181702,1.271673139218319,310488507.6204119,SPI
190123.8985950881,9,37.206419533501986,13.730269428794225,535419.7739934159,UART
22310208.662888475,249,17.447340889397125,3.8503708219098836,76061487.97656469,SPI
1004959.3562420157,243,41.64764348256338,21.896103530344213,5613730.105954202,I2C
3295124.3708696174,84,33.6761891179401,26.55038543911156,8501445.236937674,I2C
1256232.6795770193,185,39.06501717435606,21.256220300170284,4733305.87072704,I2C
900735.8210432512,15,35.357342303001374,16.699452544651038,2699840.148119113,UART
25568935.381847996,134,21.983427313760732,4.576308680152868,102538878.99404335,SPI
163358.29632705782,53,38.6639544000836,16.234823293797046,638801.5015490915,UART
1884677.4087627288,86,43.58527132276002,26.8659132202941,7054043.136496029,I2C
3313200.1779757957,214,40.39842023445759,24.47798090068787,8103524.9156230185,I2C
683279.9806303724,58,25.735855181102462,18.255416971414032,1420872.563107632,UART
470975.8720789044,87,26.00759514371983,14.617977752706222,1102756.982728769,UART
572039.2837866597,47,34.0608936881729,25.183739433300076,1978960.1569188528,I2C
34406819.39786127,422,20.998660566442418,3.0070638801968763,296461737.85430974,SPI
3399984.8981182454,321,14.22293108515922,3.3466875426778873,15050144.743587412,SPI
757017.1922605338,74,25.032985444151407,10.986793447981649,2110600.435823638,UART
921277.2048993473,92,37.672664223373054,13.729702329018364,2976101.565695111,UART
778955.3922206332,91,25.930058610991356,11.323347131989584,2112389.80618375,UART
749453.1711076972,93,27.645192585845933,13.848815794877943,2495435.2247880828,UART
2635727.8958036196,225,30.912448263999764,23.553332683917255,8058844.1138878,I2C
502001.11760989454,47,32.95498432625004,8.953807729651006,1390282.6240167338,UART
34472523.32248278,237,10.693278795214752,2.2116788827870537,283893666.04216605,SPI
979495.2567337335,69,28.8922040878766,14.604165974235219,3422664.491666474,UART
8938974.057669938,387,12.854113270243236,4.499702368975876,25203633.77498089,SPI
3456783.984143065,83,24.594019611322054,3.2111676413909236,20867604.898266334,SPI
397759.9773560168,36,32.0401835880922,9.829891513577909,1317139.4832880236,UART
47621997.225089885,212,21.45875950991317,3.5086043284243535,304667818.4526561,SPI
40391968.95546432,387,11.451107042418498,1.4600033017261538,232828224.09579986,SPI
2913244.963725263,130,42.337628828779934,29.044085254629785,16742257.085867485,I2C
961073.0477851923,70,37.583223631345454,24.578192487324714,2986415.7059058724,I2C
932281.5713594295,112,36.93590260452177,28.360813244869657,3521650.220705961,I2C
51683.80730609403,81,25.933861470599542,12.750922393823311,203527.53347930708,UART
690798.3291855934,82,37.49943886390767,18.254672507049225,1922311.7776384908,UART
494669.997793094,94,37.05364400620647,13.627641038265388,1545020.439571664,UART
39442693.596162625,253,21.830859435147296,1.9443023908647632,330384083.69252914,SPI
2078967.085652875,33,40.086036030919956,13.504808100177039,11296801.684923487,I2C
200555.49843786415,78,25.72049756055443,9.207719939386733,659310.2239905662,UART
535652.4444508647,109,35.00762140852919,14.592516358420973,2007743.710856683,UART
3323171.277214598,79,38.279102154387125,18.64398637074416,8113664.488694907,I2C
2283911.482395009,70,31.04485850793369,26.042937152696783,6132095.32935138,I2C
837985.9453390399,56,25.369134632516793,8.789873604194351,2795205.3475847812,UART
376635.30395706085,51,25.435221987010888,17.814889078122178,933601.361009683,UART
2806461.2457584706,11,30.714666761613852,11.352295548722411,10003554.732274853,I2C
8912050.119445186,432,13.083171856410239,4.621640555883561,34987770.78066391,SPI
3333147.8472432033,179,34.15695713055561,27.609260912386496,18294472.586507212,I2C
48617054.69922668,494,19.08037834558325,4.351860319316583,382688772.4826928,SPI
44023.95242408973,10,29.09027901354467,17.94116640022548,102946.42898290837,UART
48431272.43266693,159,11.062891938420949,1.568783351682693,112423683.03377788,SPI
35954620.00240995,416,17.082892747063536,1.2177827750372305,94862496.67537425,SPI
2928565.875166777,53,30.424844097287608,12.306230540198806,10948488.213666739,I2C
329052.97519666026,66,34.94091033170256,16.878839050648295,922174.8580269527,UART
133432.24462974115,118,34.97528093791879,11.468382537030836,304491.3977547925,UART
40284574.89659955,425,13.835685347567862,3.335573968076134,215119017.29796663,SPI
13053057.769911043,73,19.61859803977925,2.395683174194644,111871602.8866323,SPI
1978112.9335722942,186,33.56598828488515,27.335197803311367,10586916.975124497,I2C
301338.8271148496,244,37.53144882376315,20.4253371408377,735847.6464265459,I2C
982867.3496133708,37,40.35980167797049,29.630608323356885,5787371.583028318,I2C
878025.8208343955,70,37.70158705633508,10.387974689898536,2118530.8813080476,UART
31855848.054866027,184,14.240153765493357,3.066348342722458,212379408.39041102,SPI
13992348.298163855,465,13.792726109799446,3.0966207192591786,98352976.70299208,SPI
406732.5353730607,32,26.340857348262638,10.811304603884448,1144230.7953226997,UART
806199.8764697207,70,36.38909788601218,20.828257675504,4229778.820283776,I2C
5492975.0477088485,193,20.229536005992728,2.950407409297221,22556166.818058096,SPI
913441.7918923836,245,30.214957375620358,24.098950619202515,4592179.44399941,I2C
1035968.9945814387,223,38.561815814118376,22.57134925116822,5167326.237107929,I2C
675153.6905169486,39,39.636307323332304,14.000996417435168,2413183.884925767,UART
25499970.79179783,306,15.599870952282226,2.677824512912715,230886569.2845679,SPI
42556953.9461996,467,12.906173756947533,4.499666134030095,178743578.2302476,SPI
1254260.601150232,251,34.89638163819798,11.80744513186076,5288882.07642304,I2C
476212.56332231715,54,26.180012778680357,10.68417178728986,1355573.8096138397,UART
2016410.9294143023,40,33.15234172284715,21.782495288352983,6584552.410298337,I2C
10435861.673111098,227,20.362897476802033,3.2225639299260087,25353356.11403406,SPI
1626383.7214152915,230,36.41989685029159,24.163265642197622,8506481.87111583,I2C
9941448.200081466,397,10.495438927099098,3.475093542599373,39294194.4519616,SPI
914023.7713881119,80,37.717860589673315,12.84708749045461,3089361.6353779896,UART
952655.3312768089,110,32.53328010361161,16.3140913002604,3677944.304652199,UART
333899.4011993389,209,42.217886642817284,16.36635516877922,1020630.5278380788,I2C
23627294.181871444,370,12.379578685571076,1.4233124584298547,134971856.99184015,SPI
29381464.71956738,360,21.51132627782983,3.381924356181788,261891342.52896205,SPI
1664308.3092953279,473,15.063089821714463,1.9111293914202045,10344394.131614264,SPI
609024.2341386756,256,38.568429056862634,22.088980726814718,2188442.1730182385,I2C
843060.5469364899,122,31.239349202460346,9.917158139148226,2031960.5504008757,UART
43904221.46183284,337,15.266939547079948,3.6296494752923696,111635771.04767385,SPI
38571205.88345579,93,20.089811031777934,1.081231749071606,219318094.28084654,SPI
568539.3118296161,55,35.71240052248033,15.63981443047323,1607580.1055641838,UART
119215.25994408385,122,25.65843242222049,12.658689964725394,438046.22971930343,UART
2222104.0395532935,19,40.7429002166417,14.814812026863237,9854635.42314504,I2C
940161.9546702715,246,36.85096491269768,24.48130283953706,4807802.602384682,I2C
43958420.59669489,31,20.79824432448575,3.2069742838114923,428861968.40229017,SPI
2457914.176809479,254,33.236930814010854,13.542328178857517,9640116.166942038,I2C
954095.616555998,17,38.4015290040353,14.819012527268635,3246025.3965879884,UART
1453525.2582671973,204,42.86245095177876,24.966166589944137,7021843.673682631,I2C
649357.3488561498,80,28.83239820478895,12.860518161919025,1399408.9022486748,UART
38711270.01509491,269,11.415647988537549,2.157415690984536,164386072.20251155,SPI
30850413.27388822,282,19.014529239169008,1.418580315881965,208421873.31952032,SPI
2916441.493473766,103,34.66096642833367,16.391780918501333,15096432.04403974,I2C
33121066.492072027,98,14.117687467221433,2.642774162316723,169745482.97813642,SPI
28147260.893401675,284,13.571515777692486,2.8173532941575803,206527468.92093703,SPI
398362.17201706796,97,34.428262537556606,11.696115317518537,938730.8688910385,UART
1098259.5403221105,50,39.52467785833701,27.231903347798337,4410312.862986676,I2C
107366.44596636051,54,26.006106856755277,11.617241229625213,350611.1726870999,UART
8913989.068068346,482,21.719868388334284,1.9510698806009543,38174232.48833632,SPI
1093349.514466313,178,31.215982459367382,29.670891732056266,2381750.0215509394,I2C
63481.87126671446,62,32.43577354864344,16.083260285534656,182817.18770844865,UART
5979369.174847184,190,23.109455093126947,4.680989565205497,24673962.296835143,SPI
22735848.87556939,296,14.839219995143782,1.0304239132868425,74253487.82541525,SPI
20816521.35451976,186,15.938771269112737,2.4581805281415283,129457625.94366252,SPI
2214199.9163934723,197,40.81358077846743,16.889197274901377,11149526.104116203,I2C
131375.64801524003,32,43.71755615193664,28.350448085200576,660884.1604708134,I2C
537535.4035472935,130,38.8470640544751,18.097334814111136,2722669.550389762,I2C
7266437.989519843,140,16.694059990486576,2.0095938598743905,21158411.824259907,SPI
171152.33805764568,69,30.205420199112563,16.58794300281752,613471.7803670723,UART
1365214.8449406421,75,41.80384210936913,20.57310210837038,3307602.2467687093,I2C
916091.7649192584,103,33.86883678280215,14.664048029301256,3244097.197887608,UART
889514.6970056021,204,30.46838779555923,12.372710995195952,3662289.9330655714,I2C
1252189.4931563993,63,36.11851338249575,14.527982897149528,4464207.413413115,I2C
755188.6317208002,103,34.831906384683094,19.255074551461146,1989077.7798296022,UART
38496229.62213414,411,18.111957639024897,3.3977600936185555,91256108.1932294,SPI
33801740.28236756,364,23.865996293207118,3.676900851298721,80641298.49986659,SPI
231074.02367309487,21,37.084973285141785,11.494937894005542,1347316.1739436556,I2C
985866.2029742578,88,36.7517277896353,12.187916788661525,2222512.919775199,UART
809405.2959681639,40,30.40996419077677,16.258998942534244,2867551.543101991,UART
23740986.190552972,21,20.44039253381809,4.909410724162262,139660837.56463838,SPI
459995.4787785512,108,27.805616519486144,16.367707944820868,1323354.0090052276,UART
20493216.307736687,320,14.500831733314845,1.2668058833268057,200333646.26229703,SPI
956224.1721428995,202,35.60735472721419,14.357036148720479,5387568.328720899,I2C
1372561.0454220108,243,43.62629283912913,19.90330623435377,4358000.901053437,I2C
820818.8351730375,27,31.185048186626695,19.969307865518914,2499710.8274827087,UART
1576663.2317614388,147,42.8842412093438,17.815142194780414,6845788.555668045,I2C
351046.8909266145,27,35.73541003620781,12.337098013078911,1016537.2426539642,UART
554301.5782815057,82,27.932486623227575,10.329332955564812,1236801.6274798545,UART
342418.206057495,63,30.91321344042088,18.344856337891414,808383.5511008705,UART
638516.475627192,81,33.32247913870583,10.88294632067482,1416925.2161728833,UART
30162141.14151849,490,14.380723677879715,3.985651544591515,88588661.8471371,SPI
420868.82627442805,185,39.35629672829109,24.359162162812822,2140568.3957247115,I2C
1901036.2898852904,47,39.574415534686025,19.592962047426955,10851042.721294817,I2C
22321355.69006035,103,12.833604465047893,3.430287700352828,176920367.4830378,SPI
6670521.834596744,469,22.858720164209995,3.1229025695060595,50698390.165977724,SPI
2679688.4653455773,17,31.68394542758636,11.575935610763274,15725597.653496543,I2C
1164889.7103353904,139,33.308687119131285,19.308098148127286,2639133.4619220137,I2C
1348220.9726969793,104,36.902195608976584,17.624830674729186,3096163.165433712,I2C
260317.63098556123,203,31.528437842726106,15.183062012588342,986912.5985660672,I2C
1596152.3451816556,442,16.143779761972294,1.2002245754100898,7207504.285273987,SPI
84438.09495645328,9,38.35143523063185,19.349855594129057,174430.19145186967,UART
702836.2184239868,85,32.66786130655571,14.932308451994043,1928886.131019241,UART
31963329.9667841,506,19.843303874640178,2.449311276046254,281258338.372653,SPI
791100.6262486033,88,33.92493651782602,15.031974767620625,1700334.2553121469,UART
25666877.113362793,287,16.53701222985467,1.659172216198649,195065044.46059674,SPI
382611.4808189138,47,37.40964402231842,17.667356088475294,1433756.3836834694,UART
2306791.0433050087,17,42.696036450583094,22.47442141948212,5420460.52295381,I2C
17939980.627929438,213,15.872191655526995,4.41643665735463,114833785.11629456,SPI
521690.6948372173,74,41.91225691101198,20.98703091796652,1746274.099405045,I2C
2345731.1665278613,168,35.83592485676845,21.880302797469863,9481870.343436092,I2C
1020575.311327031,253,42.613291208044686,21.611759825267438,4312044.580350783,I2C
2385695.3306203913,295,20.632625109513228,3.416834435888662,20046369.83300021,SPI
274479.28815776313,128,34.86970229862469,8.212790927840484,1078596.9095674942,UART
694817.5118020277,138,44.077976637470115,29.22466782851044,1772924.565501322,I2C
674992.7651264471,88,36.48182619849954,8.381410784846697,1987366.8595360331,UART
35829251.74528633,461,10.864018565440485,1.1297967546908336,309383865.385781,SPI
9147913.640721558,364,22.91321292370521,3.798308889042928,62037352.15297856,SPI
948330.7425947547,113,36.059248549170235,14.870661725531328,2905822.251348061,UART
23954886.427241128,156,14.54145347564399,1.8526269518699423,199256487.53073752,SPI
414154.97215727455,9,38.68195314568801,13.65079817296309,1057833.720047006,UART
1691384.8026466435,83,44.119106397518706,12.892022750080077,8080548.971223094,I2C
629666.8890957006,50,35.78164389717752,13.356075473825484,1571090.937771082,UART
2068759.8008783578,201,31.554102269887387,18.671713328525307,5679629.940376131,I2C
14816296.44718234,9,12.96431076524859,3.4692838718651875,44885824.70059229,SPI
475882.43109921244,9,34.86945521415975,20.224130094271477,1525924.178923924,I2C
333787.70539876854,9,39.95639903520939,24.779857065865222,1393315.0663725669,I2C
107457.35098837227,25,29.389353886307624,18.20613314668317,415136.304039029,UART
2494848.14511818,141,36.74823513988235,18.22551240606159,6185814.253335821,I2C
43408453.3910672,168,15.75763562109462,3.7216842020936425,112246912.8518484,SPI
447483.1411217772,77,30.82070770140011,15.046419449639252,1295888.920342009,UART
115815.4063019381,30,35.42857521446938,13.069527219535232,339064.95498201187,UART
28329620.28088494,373,14.669602467647499,1.7364273029551116,57033903.45153895,SPI
240268.11403542513,202,34.73162282736667,27.561176811161793,1420416.2560126919,I2C
900988.8567900079,183,41.3678475251556,28.228930033174294,1996816.4814516793,I2C
414047.91249739646,116,36.22747762916941,18.19681545667931,1114397.9681273233,UART
252463.20778617778,17,26.941702597772185,19.250924138641043,608023.0891522845,UART
29362535.480022196,372,11.099135390445355,4.467800613181838,187867477.3293966,SPI
440119.2932592604,46,35.085368688121115,14.885515574366718,1121719.7399270828,UART
2709364.4990520715,186,40.888054807648984,24.86770859302468,5785236.868454846,I2C
3934316.1588393436,480,10.32175389524622,4.754554361709079,35263644.46093347,SPI
3059577.6257675546,62,35.91844021083712,14.216237489879546,10379560.132826306,I2C
44268867.63057057,484,21.254904871626508,2.0829353783992053,331930774.22041625,SPI
3219628.045362189,127,43.60484134114868,13.509644299635873,15139388.116196219,I2C
88372.99186853456,86,38.1236622031999,8.604991929876018,329510.57014509925,UART
835709.140365453,32,39.57628765985286,22.208420482231485,2533906.22190008,I2C
47130241.75379259,333,18.640148584784704,2.4958576226371485,369652724.83879673,SPI
12155615.048881846,77,24.45521738399878,4.043205735642765,103193160.58328728,SPI
7212855.67667138,49,24.20666959934004,1.7981440273112699,28909041.39437004,SPI
1605034.2760134132,181,37.75507993492842,13.29822460074973,5237422.428623501,I2C
395241.85823692766,80,39.40599988354747,15.860631668265118,1276973.9839925861,UART
25928476.86496592,319,14.952591212320865,3.605287967190099,63701142.861880176,SPI
693340.5280527669,14,39.54596968267673,13.91344541066053,2397163.3653163607,UART
783838.3106661327,37,25.872876286759517,14.072680151928736,3061392.6588512775,UART
11320.162568430283,74,38.2028078978057,11.511873232169046,40152.01415412888,UART
1063474.6501467042,221,43.465565996482276,18.20573796333839,6247475.073636713,I2C
70444.3855827749,64,26.746524560192015,14.679927822726558,244726.68033890793,UART
3390209.192714373,246,36.995912781373214,20.677245983362894,15972699.994211715,I2C
791887.3522031484,20,26.884461717050982,13.432083338735396,2084222.1366156677,UART
905126.3313137717,127,29.348326172176325,16.10657021207727,3069261.116846125,UART
1307347.5590920995,208,39.502862502192315,13.360436150674037,7625700.72373354,I2C
44880349.20069567,477,15.42926878306305,1.4276747239097811,172960366.31794286,SPI
424245.249325758,71,37.92780824083966,17.64555227163137,2145341.2590918546,I2C
43809822.99201831,264,15.656293031013355,4.160745809211728,374058693.2707876,SPI
383628.9881093003,102,39.63895346421715,19.828475836533435,1074477.6834072513,I2C
10229.41828912944,55,34.72512037369056,17.076835805953134,34981.89834677584,UART
30532883.214047052,94,23.659155442126362,2.601774553439279,111588302.8078381,SPI
588192.876037358,81,25.285795479491505,13.812232038722847,1773118.2844591236,UART
2053858.632067545,71,36.16696732777057,14.056453373290903,7893744.030167473,I2C
32659038.888655603,459,17.011885953880473,1.7342508882461254,322468433.9539575,SPI
1239969.0322224826,169,33.85490547409176,15.054126477981484,5981876.873071932,I2C
326934.69562981825,19,40.79866145577087,23.507062687704604,772835.4529835386,I2C
674876.1931056343,114,28.865989338473646,17.022876335064876,2334111.869732196,UART
553753.6933984434,22,26.136746384079597,14.743070136930903,2043745.7467398492,UART
247948.1443095779,141,32.18307673634043,17.637547638349716,687588.7484118489,I2C
385575.4268075005,25,33.23526194340481,16.437622166630348,783445.1610324292,UART
591622.5499533478,99,35.67933956494212,9.020665047871237,2203700.5390730593,UART
25537063.430058785,294,17.91303647439593,4.28761360868042,184121759.5719464,SPI
12857455.075537143,89,11.103156213328479,3.1500160270398427,38327780.05497937,SPI
327483.5722949659,46,32.02935435282306,28.71250915141991,736583.0692395945,I2C
1176093.2552309318,10,41.18982248395203,20.977036852898934,2565166.408548656,I2C
48265626.50555596,168,16.614380097358435,2.6782105892548773,404116606.5312191,SPI
23589662.8990928,331,24.48005181979537,1.728208671860425,232319562.3824547,SPI
669257.1177650511,101,38.257655724250284,15.812192084465096,1580399.586112148,UART
18141173.937251586,182,20.574326460933115,3.1891813887883926,106067002.09112015,SPI
19425523.869624283,484,13.6054007854179,2.2672641194479333,163233004.79943427,SPI
16581650.812784895,352,16.5445641575709,3.7555138978832225,62712930.42724789,SPI
2618386.125175691,27,35.034131842887064,21.67548604638924,11707247.708270432,I2C
89583.2181932348,112,34.53540855382689,13.307945786597411,228915.1298443751,UART
560126.693161616,108,32.50217562782676,11.791682114056185,2046265.227707876,UART
1144495.4863948538,25,30.673229372985833,28.74122848925523,4909202.974475387,I2C
136538.73292355784,124,40.595254929297,19.00279198434092,490209.2053809576,I2C
586859.2568747941,37,30.660440761928157,26.01213587529683,1325151.8310874538,I2C
2950219.965889869,46,40.229266163289594,26.41672966403017,8443313.212887313,I2C
8473826.902663901,202,10.708732924954553,2.6646498973587063,77859221.1815734,SPI
750509.2672161139,50,27.878989784408088,15.874190839291465,2578117.866022052,UART
124107.78389825525,89,26.159079778353007,16.57159552365774,436052.82253163256,UART
2391379.7823361997,200,36.06928485487305,29.07881421981774,13355120.550020233,I2C
12132458.836180065,208,12.929502538512313,1.1841248345919908,43310795.19577065,SPI
23854997.356092907,245,13.09934555443101,2.7277622917818674,74203796.96723506,SPI
7088898.512209503,471,19.3422388016156,2.118539235874516,67406329.85153651,SPI
1252518.7195304593,106,38.53544760336515,26.196676854895976,3458441.1457275227,I2C
25226242.930167403,374,23.7953160898359,3.5187929112303578,160450958.8492552,SPI
38334521.63754913,325,18.64087576079753,4.8549879306024595,138302722.7725681,SPI
394252.6307374734,23,33.94094542111834,11.886930938079326,1540376.7412139215,I2C
34483330.91887448,320,16.517564783257676,3.890335712385525,140926466.46480355,SPI
1201544.5603333225,218,32.74985929143585,26.09463673634949,3215800.5772640575,I2C
498381.6378343064,93,37.30821500458129,13.987575269782221,1444883.6981375145,UART
673664.2495677291,76,34.84449992752165,12.849309805903804,1808052.804050167,UART
925463.4406503777,99,30.24971202965779,27.052240791449293,2798713.8764399798,I2C
1784543.9108864984,70,35.150652087265286,23.738276777247446,5154636.984639984,I2C
201179.7975772321,83,35.287533122258196,15.023594474081433,620191.5637004725,UART
33015809.9399207,80,22.19476777206456,2.730044760454839,290560376.2871468,SPI
83111.54621117939,42,37.276319366933194,11.281764954772967,243787.95019656923,UART
929993.5524629223,17,35.93551589829991,15.269910350353747,3717196.486074845,UART
45190628.0663581,37,12.872696280740461,1.5570698285967377,309573254.02617055,SPI
26653763.459753234,179,14.744788891584223,4.2455212387097925,194329982.48807558,SPI
47135026.613608286,373,18.484490615533716,2.6380603382133074,177054955.81834242,SPI
937857.1549035882,234,34.001597766758536,22.827527432960444,3245461.910490785,I2C
5117214.355929294,414,17.806135752456814,2.049566300480637,31756282.92468067,SPI
142975.65378930015,70,25.6973266221271,19.366317159384824,523735.3306180804,UART
3362317.727339712,238,38.122447786395036,11.270501784119842,13227816.356983718,I2C
957597.138222294,119,39.676911259595535,19.49934672466923,3408298.911492589,UART
49537978.59820722,444,12.981186221008397,4.895043151523307,177710350.77539048,SPI
494271.31762138003,57,27.469412442390723,9.84009329331484,1648812.5802882626,UART
1012454.687054151,88,42.26693035308626,10.56391532235595,5959505.475599124,I2C
2569599.0606438178,172,41.9869097559656,20.607814510257267,6820455.450139495,I2C
14010704.696650315,98,13.652410429797495,4.7037032994057295,88011999.53779007,SPI
328611.1104016249,97,32.73708735541496,8.101249760367407,796628.2500617852,UART
535415.7573713469,52,31.596793448398547,11.319197926788565,2200223.838255148,I2C
42465089.58731532,499,14.06549507663955,1.6755583258683728,353697667.81933373,SPI
2568950.5690061483,23,31.789880221071073,28.25640547887483,8508049.95624803,I2C
801663.2467310582,44,25.08731255706293,19.745536656756787,1978148.7623136267,UART
1653976.570752852,164,43.398506137234264,12.976959540920971,9655554.147592055,I2C
